State,Enrollment,"Homicide with weapon(s)","Homicide Without Weapon(s)","Focible Sex Offense With Weapon(s)","Forcible Sex Offenses Without Weapon(s)","Other Sex offenses With Weapon(s)","Other Sex offenses Without Weapon(s)","Robbery With Weapon(s)","Robbery Without Weapon(s)","Assault With Serious Physical Injury With Weapon(s)","Assault With Serious Physical Injury Without Weapon(s)","Arson With Weapon(s)","Kidnapping With Weapon(s)","Kidnapping Without Weapon(s)","Assault with Physical Injury With Weapon(s)","Assault with Physical Injury Without Weapon(s)","Reckless Endangerment With Weapon(s)","Reckless Endangerment Without Weapon(s)","Minor Altercations With Weapon(s)","Minor Altercations Without Weapon(s)","Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)","Burglary With Weapon(s)","Burglary Without Weapon(s)","Criminal Mischief With Weapon(s)","Criminal Mischief Without Weapon(s)","Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)","Bomb Threat","False Alarm","Riot With Weapon(s)","Riot Without Weapon(s)","Weapon Possession Through Screening","Weapon Possession Under Other Circumstances","Use Possession or Sale of Drugs","Use Possession or Sale of Alcohol","Other Disruptive Incidents"
"Sandy Creek Elementary School",428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Sandy Creek High School",354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
"Sandy Creek Middle School",253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"Cherry Valley-Springfield Elementary School",299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cherry Valley-Springfield Junior-Senior High School",314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"Cooperstown Central High School",388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Cooperstown Elementary School",409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cooperstown Middle School",251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edmeston Central School",533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,38
"Gilbertsville-Mount Upton Elementary School",231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
"Gilbertsville-Mount Upton Junior-Senior High School",279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,14,0,0,0,2,0,0,2,0,0,0,0,1,1,2,5
"Laurens Central School",410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,20
"Milford Central School",468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
"Morris Central School",452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,6,0,0,0,4,0,0,0,1,0,0,0,0,1,3,0
"Center Street Elementary School",221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Greater Plains Elementary School",302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oneonta Middle School",344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
"Oneonta Senior High School",753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,2,0,0,0,12,0,2,0,0,0,0,0,2,7,2,0
"Riverside Elementary School",223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
"Valleyview Elementary School",257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"Otego Elementary School",220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Unadilla Elementary School",257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"Unatego Junior-Senior High School",701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,12,0,0,0,4,0,4,0,0,0,0,0,3,4,3,66
"Richfield Springs Central School",652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,16
"Schenevus Central School",390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,67
"Worcester School",440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"Brewster High School",1203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,21,0,13,0,0,0,3,0,8,0,0,0,0,0,2,6,1,0
"C V Starr Intermediate School",550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garden Street School",449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Henry H Wells Middle School",895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,29,0,0,0,1,0,2,0,0,0,0,0,1,0,4,7
"John F Kennedy Elementary School",497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carmel High School",1604,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,0,3,0,30,0,1,0,0,0,3,0,0,0,0,0,5,0,12,44
"George Fischer Middle School",1548,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,330
"Kent Elementary School",573,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kent Primary School",479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matthew Paterson Elementary School",579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garrison School",267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haldane Elementary School",382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haldane Middle/High School",495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,12,7
"Austin Road Elementary School",705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fulmar Road Elementary School",629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lakeview Elementary School",617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mahopac Falls Elementary School",319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mahopac High School",1746,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,4,0,34,0,18,0,0,0,12,0,6,0,0,0,0,0,2,12,5,42
"Mahopac Middle School",1296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,63,0,10,0,0,0,2,0,5,0,0,0,0,0,0,0,0,3
"Putnam Valley Elementary School",680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Putnam Valley High School",628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,2,0,0,0,0,0,3,2,1,28
"Putnam Valley Middle School",583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"Algonquin Middle School",807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,17,0,24,0,0,0,6,0,7,0,0,0,0,1,0,3,0,41
"Averill Park High School",1164,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,2,0,7,0,34,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0
"George Washington School",123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Poestenkill Elementary School",358,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sand Lake-Miller Hill School",504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"West Sand Lake Elementary School",491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Berlin Central Junior-Senior High School",551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,2,0,0,0,0,0,0,3,2,13
"Berlin Elementary School",246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grafton Elementary School",113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stephentown Elementary School",81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tamarac Elementary School",566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Tamarac Middle School High School",787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,26,0,11,0,0,0,1,0,7,1,0,0,0,0,4,3,0,59
"Bell Top School",359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citizen Edmond Genet School",469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Columbia High School",1574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3,9,1
"Donald P Sutherland School",275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Green Meadow School",430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Howard L Goff School",1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,7,0,0,0,0,0,2,0,1,0,0,0,1,0,0,14
"Red Mill School",436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hoosic Valley Elementary School",436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Hoosic Valley Middle School",397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0
"Hoosic Valley Senior High School",417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0,0,6,0,0,3,0,0,0,0,0,5,0,0
"Hoosick Falls Elementary School",672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,7,0,0,0,3,0,2,0,0,0,0,0,3,0,0,5
"Hoosick Falls High School",624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,4,0,2,0,0,0,0,0,4,6,8,59
"Knickerbacker Middle School",578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"Lansingburgh Senior High School",825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,2,0,0,0,0,0,3,1,0,25
"Rensselaer Park Elementary School",575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Turnpike Elementary School",558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"Ark Community Charter School (The)",179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"North Greenbush School",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rensselaer High School",320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,15
